Panel_ID,Ubicacion,Latitud,Longitud,Grado_inclinacion,Temperatura_C,Humedad (%),Viento (m/s),Nubosidad (%),Eficiencia_inicial (%),Eficiencia_actual (%),Fecha_medicion,Costo_instalacion (CLP),Costo_instalacion (USD),Costo_mantenimiento (CLP),Costo_mantenimiento (USD),Produccion_energia (kWh),Vida_util (años),Incentivos_fiscales (CLP),Incentivos_fiscales (USD),Cantidad_paneles
75931,Colina,-33.497608067132845,-70.76644359906166,39,14.67,71.83,7.178733689995443,93.5,91.55,88.73,2026-02-23,1098356,1220.3955555555556,432107,123.85222222222222,3631.0,21,199367,221.51888888888888,5
89393,Chicureo,-33.20305187518301,-70.88232501072238,31,11.12,41.63,5.714278923383241,72.61,81.76,79.21,2026-02-24,1441776,1601.9733333333334,467267,80.53111111111112,5072.0,22,138973,154.41444444444446,6
87916,Lampa,-33.33209460865588,-70.70517800140307,31,16.76,53.52,7.229871042030593,35.39,87.68,83.94,2026-02-25,1958828,2176.475555555556,275911,68.84555555555555,4163.0,26,160274,178.0822222222222,10
38978,Pirque,-33.37131237941803,-70.8032957080498,37,34.95,51.98,3.93590579057975,76.18,90.93,87.85,2026-02-26,1753798,1948.6644444444444,373777,155.3788888888889,3844.0,28,190596,211.7733333333333,8
59518,Chicureo,-33.28056172692552,-70.72925056797887,33,11.95,51.55,8.731519018867761,51.42,82.77,80.42,2026-02-27,1202298,1335.8866666666668,485621,152.92111111111112,5150.0,21,101712,113.01333333333334,8
37096,Lampa,-33.256614746595694,-70.51836578465854,38,31.47,38.33,1.875434400034269,48.5,89.63,84.68,2026-02-28,1886809,2096.454444444445,426532,92.21,4672.0,23,115683,128.53666666666666,6
82934,Chicureo,-33.671919181299174,-70.83979804669,27,14.18,74.12,5.2980001405447394,51.56,92.89,92.88,2026-03-01,1422086,1580.0955555555556,155569,57.95555555555556,5439.0,28,118068,131.18666666666667,6
88279,Chicureo,-33.3928198428197,-70.7067020684081,24,21.91,45.24,0.6073170884011636,59.18,85.99,83.36,2026-03-02,1091219,1212.4655555555555,219836,103.89333333333332,4901.0,28,106169,117.96555555555555,5
26357,Pirque,-33.487548329878635,-70.61793428642622,37,30.79,67.07,6.27948683277104,92.88,82.14,79.49,2026-03-03,1528893,1698.77,254573,134.1511111111111,3070.0,28,173802,193.1133333333333,7
84889,Pirque,-33.52155770099518,-70.88691751494044,21,34.0,42.23,3.041516649199779,66.42,85.96,84.78,2026-03-04,1662099,1846.7766666666664,408090,72.03555555555556,4290.0,27,151581,168.42333333333335,5
98142,Lampa,-33.221925640036,-70.83304213904422,34,22.23,47.95,4.926522153169572,74.82,93.44,92.63,2026-03-05,1129592,1255.1022222222225,293087,95.06888888888888,5221.0,27,56233,62.48111111111111,8
90002,Batuco,-33.26450025798719,-70.8202404997585,33,27.78,32.17,7.892011725167983,13.18,86.83,84.81,2026-03-06,1430063,1588.9588888888889,195002,61.85777777777778,5040.0,27,164453,182.7255555555556,9
40180,Pirque,-33.285845635516985,-70.88005795742808,33,24.0,61.4,2.4875124092418543,74.68,85.38,82.85,2026-03-07,1601194,1779.1044444444444,397666,80.37444444444445,4740.0,23,116373,129.30333333333334,9
49346,Batuco,-33.60729334718057,-70.90697060849175,24,11.12,64.23,8.136498253196605,53.48,83.35,78.58,2026-03-08,1655209,1839.121111111111,287326,156.9788888888889,5398.0,24,58610,65.12222222222222,9
16526,Colina,-33.45690761407207,-70.94410028083642,23,14.64,61.63,6.586178795491513,40.61,94.36,94.16,2026-03-09,1805002,2005.5577777777776,305286,126.54888888888888,4864.0,29,94278,104.75333333333332,7
54075,Colina,-33.590139489580444,-70.82055718353824,21,24.34,35.57,1.564262538025547,3.24,84.39,83.32,2026-03-10,1990209,2211.343333333333,361791,58.65777777777778,4354.0,24,171101,190.1122222222222,10
88061,Chicureo,-33.247176597771414,-70.85795705321566,32,30.0,48.29,1.0390748521384652,38.86,86.06,84.05,2026-03-11,1008598,1120.6644444444444,352846,73.42666666666666,4017.0,23,105511,117.23444444444443,10
64878,Batuco,-33.43963361875511,-70.65624204717707,20,32.18,37.73,9.32718433852162,85.0,90.27,88.42,2026-03-12,1864185,2071.3166666666666,287162,62.67333333333333,4556.0,26,127046,141.16222222222223,9
62287,Batuco,-33.60416244731245,-70.73024698497407,40,28.98,72.01,0.4078684907533669,23.33,94.7,93.53,2026-03-13,1607688,1786.32,292709,132.0288888888889,4702.0,28,100399,111.55444444444444,6
50052,Batuco,-33.609387912826904,-70.65031385678064,32,27.17,31.1,7.258339429818498,42.28,83.13,78.64,2026-03-14,1869264,2076.96,303487,116.85555555555555,5947.0,27,130353,144.83666666666667,8
60136,Lampa,-33.60208649596021,-70.55494773090348,22,31.65,50.74,5.628642260838656,17.3,81.33,77.72,2026-03-15,1079060,1198.9555555555555,174071,124.15777777777778,4206.0,24,152898,169.88666666666666,7
83980,Colina,-33.56446671900882,-70.55375348754484,28,21.07,39.99,6.431132115612489,44.02,89.14,87.07,2026-03-16,1953235,2170.261111111111,208243,90.61888888888888,4053.0,25,92408,102.67555555555556,6
41017,Chicureo,-33.404294252741856,-70.7938725564025,25,11.22,63.41,3.75582104735803,19.88,85.63,80.96,2026-03-17,1133256,1259.1733333333334,322312,147.26888888888888,3593.0,23,117465,130.51666666666668,5
92680,Colina,-33.27691859977261,-70.7412711900379,29,25.14,76.94,4.293339161320645,70.83,86.61,84.6,2026-03-18,1559913,1733.236666666667,407218,124.01777777777778,3768.0,29,102916,114.35111111111112,7
82653,Batuco,-33.49121242580431,-70.71385005262023,30,31.26,39.73,3.8730572125976472,73.97,91.72,90.57,2026-03-19,1911305,2123.6722222222224,364879,82.86222222222223,5874.0,21,155135,172.37222222222223,10
16351,Chicureo,-33.20968178656872,-70.84591323506717,38,30.92,38.4,4.948570656792295,40.24,81.98,81.78,2026-03-20,1194485,1327.2055555555555,481868,96.41888888888889,4606.0,24,187381,208.20111111111112,7
25433,Lampa,-33.27109356943796,-70.78430010378874,32,27.2,30.14,9.43436055630158,64.56,91.92,91.78,2026-03-21,1249500,1388.3333333333333,487841,77.14666666666666,4242.0,25,183978,204.42,7
99474,Chicureo,-33.31441818351443,-70.63830421751504,28,25.56,42.94,6.060059731313308,1.24,86.85,85.8,2026-03-22,1344848,1494.2755555555557,178732,122.00888888888888,5444.0,21,198763,220.84777777777776,5
89712,Lampa,-33.3562627760262,-70.56368793283197,30,34.65,42.45,5.223897191726721,75.0,86.46,86.22,2026-03-23,1889447,2099.385555555556,271465,159.6588888888889,4529.0,26,161967,179.96333333333334,8
16131,Lampa,-33.62897173937672,-70.5939633615015,30,14.64,36.49,9.465437884040202,46.0,93.47,88.98,2026-03-24,1822868,2025.408888888889,207108,147.91,3239.0,29,182756,203.06222222222223,6
10145,Chicureo,-33.34245006962321,-70.51016165624998,28,24.78,48.8,0.0979701280578537,97.08,82.42,80.87,2026-03-25,1311905,1457.6722222222222,261195,79.71111111111111,5733.0,29,84055,93.39444444444445,8
20087,Chicureo,-33.40855240632486,-70.62234678843792,28,32.73,55.47,1.610597239483046,36.38,84.86,80.51,2026-03-26,1995681,2217.423333333333,186668,164.22666666666666,5709.0,23,89753,99.72555555555556,7
25108,Chicureo,-33.35561311452607,-70.93878327152612,26,18.81,30.31,4.347430661910339,2.02,85.8,84.73,2026-03-27,1446956,1607.7288888888888,435205,75.19666666666667,5905.0,22,178914,198.7933333333333,9
95361,Chicureo,-33.23389649932733,-70.63068136825659,20,33.29,64.65,7.800361772248787,14.19,88.78,84.37,2026-03-28,1263513,1403.9033333333334,491396,109.22555555555556,3402.0,23,177720,197.46666666666667,5
94934,Chicureo,-33.59122694013119,-70.55459947036802,25,33.96,52.38,4.330380109712586,65.62,82.07,80.58,2026-03-29,1717941,1908.8233333333333,189749,137.66555555555556,4204.0,27,51970,57.74444444444445,9
73946,Colina,-33.498183175965046,-70.78739674957677,28,34.45,63.84,6.733787499253846,68.43,89.54,89.48,2026-03-30,1217786,1353.0955555555556,280560,146.39222222222222,4138.0,23,92259,102.51,5
50015,Batuco,-33.64826786097277,-70.58677147194616,31,25.92,31.12,3.4824861729644017,30.92,89.23,86.76,2026-03-31,1284396,1427.1066666666666,297979,103.80222222222224,5278.0,23,56077,62.30777777777778,10
72392,Chicureo,-33.421231446872945,-70.61883045951603,35,17.98,73.01,4.229507908591291,86.31,91.53,87.62,2026-04-01,1815117,2016.7966666666664,299849,146.95222222222222,5817.0,20,138741,154.15666666666667,7
30320,Pirque,-33.43256106424607,-70.60214821816143,22,18.63,42.14,3.7743601162082863,79.87,89.75,88.88,2026-04-02,1437066,1596.74,374301,154.68666666666667,4080.0,25,182659,202.95444444444445,9
79076,Lampa,-33.69016751460655,-70.51211278994462,27,20.98,45.82,2.785377832153788,1.56,88.26,87.7,2026-04-03,1365887,1517.6522222222222,201745,142.86555555555557,3147.0,27,56272,62.52444444444444,9
37398,Batuco,-33.5340745399528,-70.61624059526048,34,19.24,78.3,0.993505285601194,53.15,86.76,84.19,2026-04-04,1449570,1610.6333333333334,241865,131.05333333333334,3480.0,27,191282,212.5355555555556,6
81215,Chicureo,-33.32779609583807,-70.82682573139026,20,14.11,51.77,3.39416100744608,56.95,88.33,84.34,2026-04-05,1254699,1394.11,362890,154.19333333333333,4811.0,27,119646,132.94,5
48558,Chicureo,-33.38031399190037,-70.70572465398939,36,13.94,73.81,2.687515901661764,75.6,86.88,82.13,2026-04-06,1966263,2184.7366666666667,173624,100.71222222222222,3002.0,26,169696,188.5511111111111,10
91125,Lampa,-33.20197761871323,-70.51513138797336,30,25.83,53.07,2.5464228606448245,73.0,92.13,90.43,2026-04-07,1344393,1493.77,173321,93.69777777777776,3392.0,20,183904,204.33777777777777,10
66274,Pirque,-33.48791837698593,-70.82691755041431,27,15.17,44.25,9.108362996391127,19.48,81.61,80.6,2026-04-08,1169288,1299.2088888888889,434718,164.43777777777777,4270.0,22,153365,170.40555555555557,8
56312,Pirque,-33.6803644329756,-70.71019720090511,22,26.48,67.74,1.5726669131027315,90.31,89.89,87.99,2026-04-09,1622644,1802.9377777777777,324293,65.92333333333333,5903.0,23,193017,214.4633333333333,9
90392,Batuco,-33.38384469948711,-70.80383158231952,20,29.87,34.78,0.8414467566140005,25.14,87.64,87.62,2026-04-10,1123905,1248.7833333333333,409127,142.80555555555554,4401.0,24,172591,191.76777777777767,6
62996,Lampa,-33.49350255311833,-70.70719178691306,24,32.76,74.18,3.038198142590333,32.14,94.74,93.45,2026-04-11,1275181,1416.8677777777775,336717,76.97222222222223,4996.0,29,73379,81.53222222222222,10
17143,Batuco,-33.644719709345274,-70.57789207577125,31,21.71,41.33,8.068572620507236,36.99,91.12,87.96,2026-04-12,1436983,1596.6477777777775,333868,123.82888888888888,4677.0,23,108300,120.33333333333331,9
74982,Pirque,-33.32531103512441,-70.87887611768176,33,16.35,46.5,2.3970838765910987,65.37,80.82,78.05,2026-04-13,1051732,1168.591111111111,285504,90.54555555555557,5472.0,27,104926,116.58444444444444,6
69742,Chicureo,-33.23119277725564,-70.90801786472808,31,27.32,54.07,5.972458358300921,89.36,88.57,87.17,2026-04-14,1215103,1350.1144444444444,245257,130.94555555555556,3138.0,29,113769,126.41,8
82330,Pirque,-33.251393566598416,-70.83652723515263,21,27.96,71.0,9.543200755280292,54.02,82.65,81.64,2026-04-15,1166010,1295.5666666666666,214291,114.21111111111112,4038.0,23,170168,189.07555555555555,10
92960,Colina,-33.2469162081086,-70.91579836920856,40,17.94,38.77,1.135941634635943,40.97,80.97,80.26,2026-04-16,1593952,1771.0577777777778,360176,135.78,3609.0,23,65520,72.8,6
87632,Colina,-33.50102832125089,-70.6799571272246,26,18.5,79.0,5.638160860090884,32.16,88.43,86.71,2026-04-17,1916156,2129.0622222222223,340471,101.13888888888889,3371.0,20,164196,182.44,5
57982,Batuco,-33.23179038494584,-70.92052985199265,28,25.76,62.1,6.778272689193755,39.8,82.43,79.95,2026-04-18,1074627,1194.03,462572,133.09333333333333,5191.0,26,181581,201.75666666666663,6
65929,Pirque,-33.54953155973495,-70.88723721150366,20,18.01,76.5,0.9628214336811848,47.58,87.71,82.95,2026-04-19,1286829,1429.81,368803,86.02,4930.0,29,194946,216.60666666666663,8
16602,Pirque,-33.69303008989563,-70.762480693593,27,16.2,40.27,1.131219806185031,77.07,92.76,88.22,2026-04-20,1448576,1609.5288888888888,261317,166.64,5081.0,21,182948,203.2755555555556,10
23582,Pirque,-33.431999567928024,-70.58805433416546,39,10.91,53.29,3.7627432841754014,63.82,94.99,92.26,2026-04-21,1768221,1964.69,289789,128.52777777777777,4215.0,29,57586,63.98444444444444,6
89762,Pirque,-33.2438598472874,-70.77046781607513,39,31.16,34.47,0.3442521829063305,90.83,87.56,83.86,2026-04-22,1741321,1934.8011111111111,440843,62.306666666666665,5092.0,28,90583,100.64777777777778,7
99619,Pirque,-33.46352049519359,-70.73552647680239,21,25.74,51.27,9.438443593516698,54.33,80.02,76.21,2026-04-23,1352212,1502.4577777777777,223686,69.93777777777778,3923.0,25,156722,174.13555555555556,9
42480,Chicureo,-33.27098388913539,-70.88804455562064,31,20.16,35.14,1.876855016617387,18.27,83.55,80.26,2026-04-24,1212830,1347.588888888889,217661,75.08333333333333,3766.0,28,100957,112.17444444444445,7
65804,Lampa,-33.57719270217887,-70.52392038621865,31,28.92,61.99,0.3760968479122217,76.2,81.72,78.1,2026-04-25,1082309,1202.5655555555556,194247,103.06555555555556,5009.0,20,135225,150.25,8
62366,Colina,-33.65780565230221,-70.56285678775109,25,32.99,37.56,0.5580250702142009,22.36,83.76,82.37,2026-04-26,1320560,1467.2888888888888,395121,114.39444444444445,3591.0,27,169346,188.16222222222223,5
15032,Lampa,-33.29093502305064,-70.61929882052767,31,32.07,57.3,9.420818742724697,27.75,92.87,89.1,2026-04-27,1378289,1531.4322222222222,297820,147.39555555555555,4620.0,27,89884,99.8711111111111,6
15236,Colina,-33.566753392397885,-70.57220805198519,36,17.8,73.04,6.896423702262551,46.1,87.8,87.56,2026-04-28,1994798,2216.4422222222224,416765,106.7688888888889,5069.0,29,187247,208.0522222222222,8
90347,Colina,-33.67881312970087,-70.64378746417863,38,11.34,73.32,2.23038944096852,2.43,93.8,89.5,2026-04-29,1621157,1801.2855555555554,296106,108.96888888888888,5570.0,25,164063,182.29222222222225,8
74033,Chicureo,-33.47128278434518,-70.7893720624741,40,23.15,30.01,1.6092907564208958,2.91,88.4,85.81,2026-04-30,1173642,1304.0466666666666,408930,120.0111111111111,4088.0,28,125546,139.49555555555557,8
63143,Batuco,-33.23137833057675,-70.58776660912893,34,12.84,47.93,3.9720817940423423,91.98,86.33,84.18,2026-05-01,1921874,2135.415555555556,286194,147.57333333333332,3716.0,23,192012,213.34666666666664,9
16323,Lampa,-33.44744781246275,-70.69382372935445,37,29.27,72.69,4.935643273620589,9.59,93.0,90.14,2026-05-02,1072294,1191.4377777777777,430174,163.97444444444446,3689.0,25,79250,88.05555555555556,10
59082,Lampa,-33.58962334894278,-70.75256726045386,25,16.8,48.48,2.920256433591464,86.69,87.08,85.68,2026-05-03,1508880,1676.5333333333333,494982,116.76444444444444,5961.0,20,150145,166.82777777777778,8
87888,Colina,-33.65971140016691,-70.56053438139513,29,22.24,54.92,2.883519392264496,70.37,85.93,84.92,2026-05-04,1897344,2108.16,496861,101.79222222222222,4959.0,24,154999,172.2211111111111,7
98032,Pirque,-33.27159276213818,-70.6596975239195,25,33.28,70.7,6.4601031700227205,27.18,82.45,78.39,2026-05-05,1759114,1954.5711111111111,188638,94.35,5798.0,22,119404,132.67111111111112,7
16957,Chicureo,-33.6456653119344,-70.60947407512886,32,24.81,54.81,0.49223323878818,9.72,89.3,85.79,2026-05-06,1003713,1115.236666666667,479211,76.65333333333334,3643.0,29,155580,172.86666666666667,7
96142,Batuco,-33.529757718714606,-70.79440498791821,29,17.68,60.81,7.531938206636729,44.78,89.53,89.03,2026-05-07,1744992,1938.88,268033,110.69444444444444,4215.0,23,132262,146.95777777777778,6
94745,Pirque,-33.255504898766844,-70.85260251159455,30,20.79,43.08,9.7958430346488,93.67,82.69,78.54,2026-05-08,1644945,1827.7166666666667,255977,148.87777777777777,3625.0,26,115959,128.84333333333333,9
27897,Colina,-33.60947419093528,-70.52936533252664,27,27.25,73.58,2.95514592512938,30.84,89.17,87.83,2026-05-09,1484954,1649.9488888888889,238869,164.8088888888889,4909.0,29,186471,207.19,6
66802,Chicureo,-33.68812570386909,-70.88552325186302,33,11.23,50.29,9.344323003783217,43.34,92.48,88.92,2026-05-10,1383004,1536.671111111111,255186,88.71333333333334,4343.0,29,103664,115.18222222222222,7
38317,Chicureo,-33.39235445263779,-70.51038405766329,30,20.3,40.41,3.970163007409205,93.0,88.42,83.83,2026-05-11,1312682,1458.5355555555554,446818,79.06,5810.0,28,61023,67.80333333333333,10
47103,Lampa,-33.23455120295369,-70.59417689001174,38,34.35,73.51,5.830311003838889,47.87,81.93,81.07,2026-05-12,1063708,1181.8977777777775,316926,134.05444444444444,5931.0,23,174583,193.98111111111112,8
29421,Colina,-33.266102440868,-70.77496403101557,29,18.38,72.6,2.445628686526468,0.35,81.75,76.93,2026-05-13,1866674,2074.0822222222223,196271,145.57666666666665,3899.0,28,131902,146.55777777777777,7
93348,Chicureo,-33.62346683430375,-70.65002152219338,31,23.1,33.09,2.5855840866268043,7.3,86.82,82.49,2026-05-14,1462763,1625.2922222222223,485832,60.28,4051.0,29,179854,199.83777777777777,10
91332,Chicureo,-33.636209540853464,-70.9542001163544,38,28.58,50.19,7.364687101322918,77.34,83.06,78.48,2026-05-15,1967082,2185.6466666666665,291339,124.16444444444444,4304.0,25,125620,139.57777777777778,7
57433,Batuco,-33.306937691745425,-70.63974134789883,32,20.27,32.41,9.601298416723337,71.67,82.81,82.39,2026-05-16,1856311,2062.567777777778,371897,56.19888888888889,5899.0,29,55951,62.16777777777778,8
63502,Colina,-33.43608832667541,-70.63954763054116,33,22.5,30.5,8.252121925936136,24.16,94.52,90.74,2026-05-17,1549444,1721.6044444444444,151062,90.39666666666666,3744.0,25,193248,214.72,10
89600,Pirque,-33.37752187223018,-70.98604287547641,39,20.25,31.26,2.2453433589390337,19.79,85.63,83.21,2026-05-18,1830737,2034.1522222222225,397736,75.12,4479.0,24,187381,208.20111111111112,5
47283,Lampa,-33.24537340884747,-70.92586383796352,28,27.96,75.12,0.6020280783105814,49.45,81.05,78.45,2026-05-19,1375447,1528.2744444444445,200448,154.5077777777778,5548.0,23,151593,168.43666666666667,10
88447,Colina,-33.66707660723368,-70.7846056166613,20,32.61,41.54,7.652730309780466,42.55,88.49,84.09,2026-05-20,1721796,1913.1066666666663,245462,109.79555555555557,5869.0,26,52804,58.67111111111111,7
79078,Lampa,-33.62701808621273,-70.65211149342267,26,22.02,76.83,7.470175192032631,52.94,88.79,87.99,2026-05-21,1417866,1575.4066666666668,395885,121.72111111111111,3790.0,21,143421,159.35666666666663,6
65366,Batuco,-33.20566632007914,-70.97147784718535,24,17.83,55.09,7.4703855284995,98.81,90.62,86.8,2026-05-22,1810615,2011.7944444444445,197915,59.14555555555555,4206.0,20,63314,70.3488888888889,8
54127,Chicureo,-33.568690113890334,-70.93114143741207,21,25.46,66.31,6.84427634274623,45.19,89.87,89.29,2026-05-23,1142339,1269.2655555555557,416776,148.92666666666668,5973.0,20,152144,169.04888888888888,9
80954,Pirque,-33.625398395961774,-70.89351598538545,33,24.05,30.05,6.824328565680241,7.12,85.71,82.92,2026-05-24,1733042,1925.6022222222225,254592,127.97111111111111,5608.0,23,57283,63.647777777777776,5
15778,Batuco,-33.30615846948346,-70.59117987112901,40,34.77,52.64,0.9002950185244607,84.88,81.92,77.27,2026-05-25,1516151,1684.6122222222225,284668,112.44888888888887,3669.0,20,73794,81.99333333333334,7
92555,Pirque,-33.565355051347446,-70.75878278992236,21,14.44,63.1,7.96358814980389,89.73,93.68,88.75,2026-05-26,1817384,2019.315555555556,258099,142.4,5889.0,26,66347,73.71888888888888,8
97679,Pirque,-33.240396433816414,-70.93841704073513,24,25.36,32.85,5.741329869010162,99.61,84.63,83.12,2026-05-27,1674616,1860.6844444444444,157561,101.57444444444444,3803.0,25,74421,82.69,6
29039,Lampa,-33.43539361010919,-70.67859553253767,27,22.03,39.89,6.216168434936195,22.31,88.4,88.37,2026-05-28,1378956,1532.1733333333334,232152,72.74888888888889,4527.0,23,197286,219.20666666666668,8
86038,Batuco,-33.3208435650686,-70.91325963850484,37,20.0,39.11,7.495747015049488,3.89,80.7,77.33,2026-05-29,1735857,1928.73,275036,55.77,4118.0,25,147963,164.40333333333334,5
75515,Chicureo,-33.30982003795484,-70.64649926783804,32,15.26,46.48,9.643726624548146,68.55,89.28,88.31,2026-05-30,1457748,1619.72,176734,123.41666666666669,4410.0,25,137868,153.18666666666667,5
15126,Lampa,-33.3755598416175,-70.66225766442528,29,34.22,31.53,9.760290187077198,46.39,83.76,81.51,2026-05-31,1856201,2062.4455555555555,176069,88.98555555555555,3070.0,24,111498,123.88666666666668,5
10362,Colina,-33.405060613069374,-70.9172082870342,28,27.69,53.08,5.035937814270247,59.83,87.26,83.39,2026-06-01,1931041,2145.601111111111,360977,57.535555555555554,4558.0,29,106279,118.08777777777776,9
44991,Lampa,-33.49247991189903,-70.82138138161105,40,10.74,49.19,0.6245064494107722,7.59,83.64,78.72,2026-06-02,1731425,1923.805555555556,162910,126.37333333333332,3529.0,28,192757,214.17444444444445,7
37493,Pirque,-33.31222667792435,-70.68259950304488,38,15.38,47.76,8.265643155934322,87.02,82.95,82.93,2026-06-03,1182380,1313.7555555555557,485623,164.1688888888889,3257.0,29,90080,100.08888888888887,10
58088,Lampa,-33.21546789203018,-70.71520006697628,40,13.81,44.0,2.102031183457628,43.04,89.58,86.93,2026-06-04,1496520,1662.8,231264,118.21333333333334,5402.0,20,69359,77.06555555555556,8
52543,Chicureo,-33.403068533167485,-70.82209873691768,39,17.23,36.99,9.028194112927029,54.52,86.71,85.96,2026-06-05,1648861,1832.0677777777776,173275,71.27888888888889,4721.0,29,88977,98.86333333333332,7
16402,Batuco,-33.59700455063415,-70.92719000445722,23,34.21,55.31,2.727698857468326,47.91,88.71,87.62,2026-06-06,1058459,1176.0655555555556,222274,163.99555555555557,4813.0,28,157689,175.21,7
61982,Colina,-33.606610548942506,-70.73528794575398,24,15.1,39.75,5.786269727260112,17.72,86.88,86.37,2026-06-07,1996580,2218.4222222222224,341076,156.06,4044.0,29,177992,197.76888888888888,9
58922,Batuco,-33.569718761721674,-70.58301421127577,21,28.28,74.59,7.595766486994289,94.48,93.56,89.13,2026-06-08,1463696,1626.328888888889,344053,153.0088888888889,3002.0,29,143997,159.99666666666667,10
98969,Batuco,-33.31865001106163,-70.75292484054106,24,10.68,72.5,2.944441340554796,92.02,85.64,81.27,2026-06-09,1809839,2010.9322222222224,335625,84.42555555555556,5355.0,27,185782,206.42444444444445,10
40195,Batuco,-33.282169302262496,-70.916359337378,32,11.62,76.5,5.910991770109062,8.7,94.86,94.69,2026-06-10,1004135,1115.7055555555555,198447,83.31888888888889,5665.0,20,67999,75.55444444444444,9
51497,Pirque,-33.24439732432357,-70.5849674672609,40,27.9,67.09,0.4894292276507261,28.28,81.85,78.34,2026-06-11,1799139,1999.0433333333333,225703,79.22333333333333,4175.0,25,114984,127.76,8
43270,Pirque,-33.200089044134685,-70.60140807785923,31,16.24,42.38,5.974095550585164,80.42,82.92,82.13,2026-06-12,1533484,1703.871111111111,488234,124.11222222222224,3534.0,20,129192,143.54666666666665,7
13147,Batuco,-33.66839646173796,-70.55930936549436,40,11.26,69.63,1.721475552582833,91.68,92.97,92.6,2026-06-13,1923926,2137.6955555555555,429404,141.0511111111111,3823.0,21,172133,191.2588888888889,9
22617,Chicureo,-33.406708842648435,-70.77526136338278,25,21.31,41.72,2.2728841136164446,4.57,80.82,76.6,2026-06-14,1406982,1563.3133333333333,262581,104.69111111111113,5487.0,29,64633,71.81444444444445,7
50226,Colina,-33.25634135150779,-70.68288513778357,20,27.31,71.42,9.789947648161004,68.27,84.14,84.1,2026-06-15,1494002,1660.002222222222,415956,165.70777777777778,3119.0,28,73450,81.61111111111111,9
81421,Chicureo,-33.48980551572304,-70.92408944799224,40,14.21,61.8,6.05938036002514,76.79,85.5,83.8,2026-06-16,1687184,1874.648888888889,339728,161.92888888888888,4010.0,26,112835,125.37222222222222,9
41387,Colina,-33.31114440434008,-70.75300512513162,20,29.15,37.63,8.02423409455345,14.61,86.19,82.05,2026-06-17,1003855,1115.3944444444444,266421,126.37222222222222,5568.0,24,52779,58.64333333333333,7
86224,Colina,-33.394115263932854,-70.64029347358898,23,26.36,33.61,7.149390125642357,66.62,83.97,83.23,2026-06-18,1536158,1706.8422222222223,151605,148.64888888888888,4966.0,24,72158,80.17555555555556,5
33555,Chicureo,-33.21036820588415,-70.50283997243044,40,13.14,65.42,7.573503561732928,24.26,85.77,81.06,2026-06-19,1723103,1914.558888888889,222303,73.95,3514.0,26,111485,123.87222222222222,8
97480,Lampa,-33.55724152642918,-70.97618789748628,34,22.2,59.13,2.694052940698421,71.15,88.14,85.13,2026-06-20,1336894,1485.4377777777777,308211,90.99333333333334,4505.0,23,124418,138.2422222222222,7
28075,Chicureo,-33.308563962169,-70.81711748655732,29,16.5,32.88,0.0512217318213648,58.72,91.52,91.27,2026-06-21,1640150,1822.388888888889,337210,131.8022222222222,5277.0,23,136005,151.11666666666667,8
40364,Batuco,-33.6235505227564,-70.70943723268395,21,26.6,73.57,4.418757756883026,52.51,92.22,89.17,2026-06-22,1930953,2145.5033333333336,411949,148.99777777777777,3094.0,25,70678,78.53111111111112,5
84428,Pirque,-33.20846750623424,-70.50179485743439,40,16.83,77.81,6.754758142004924,56.39,89.36,85.83,2026-06-23,1931324,2145.915555555556,488269,136.60555555555555,5606.0,29,158887,176.54111111111112,7
65174,Pirque,-33.57542117990416,-70.94889919873259,34,24.31,38.77,1.0477296542194958,23.88,91.62,87.76,2026-06-24,1690700,1878.555555555556,294990,115.53555555555556,4028.0,25,121958,135.5088888888889,8
76439,Lampa,-33.29559110443638,-70.70693524807234,30,28.74,55.61,2.53359807512933,18.5,86.93,82.85,2026-06-25,1538129,1709.032222222222,308518,94.09333333333332,5028.0,26,165300,183.66666666666663,9
69277,Pirque,-33.36165258527861,-70.898535036128,34,15.11,65.58,8.884657204912848,78.37,89.68,88.71,2026-06-26,1344304,1493.671111111111,274040,142.10444444444445,4666.0,29,137661,152.95666666666668,6
33828,Batuco,-33.24718018959161,-70.73945507370783,34,20.94,40.96,4.127723479420391,24.78,86.4,83.53,2026-06-27,1070067,1188.9633333333334,294118,81.82,4250.0,26,165356,183.7288888888889,8
19661,Colina,-33.330397447213045,-70.63814276957807,24,16.78,79.18,7.292108104929179,76.0,90.96,86.65,2026-06-28,1498526,1665.0288888888888,381966,137.15222222222224,5387.0,20,195008,216.67555555555555,5
29493,Colina,-33.31297708982669,-70.56103979511455,22,26.94,51.93,8.740427210138696,70.32,87.0,83.55,2026-06-29,1919031,2132.2566666666667,416468,88.23222222222222,3350.0,28,104849,116.49888888888889,9
86588,Pirque,-33.43264920819948,-70.82976765930798,21,29.55,40.12,0.7111723642969014,2.07,90.28,88.48,2026-06-30,1805480,2006.088888888889,488467,136.9788888888889,4246.0,23,98908,109.89777777777778,7
47545,Lampa,-33.42812962749539,-70.74279248237401,29,20.25,57.42,6.7717073262183884,77.08,85.52,83.57,2026-07-01,1324271,1471.4122222222222,421255,159.8322222222222,3721.0,20,174475,193.86111111111111,8
26285,Batuco,-33.36510604185561,-70.84602463372582,21,21.37,32.41,7.180766021287113,23.66,83.9,82.45,2026-07-02,1622574,1802.86,166389,119.41666666666669,4350.0,20,97468,108.29777777777778,7
